	Pro1	Pro2	Pro3	R2F01	R2F16
PB.1970.677	1	1	1	8	7
PB.1970.689	61	23	9	78	106
PB.1970.690	11	3	2	2	1
PB.1970.694	14	3	1	18	21
PB.1970.697	10	4	4	7	13
PB.1970.711	5	3	1	3	6
PB.1970.713	6	1	1	11	17
PB.1970.717	4	2	2	1	1
PB.1970.728	1	1	1	2	6
PB.1970.801	1	1	1	3	1
PB.1970.822	1	1	1	1	2
PB.1976.4	55	17	17	68	90
PB.1976.5	22	12	12	23	21
PB.1976.15	7	1	3	5	2
PB.1976.41	5	1	2	6	11
PB.1976.53	12	5	3	10	1
PB.1978.1	129	14	14	172	628
PB.1979.46	325	139	72	448	729
PB.1979.64	20	13	7	30	13
PB.1979.65	1056	432	471	1773	1530
PB.1979.66	964	378	339	384	690
PB.1979.67	304	95	62	90	149
PB.1979.69	25	4	6	10	13
PB.1979.70	65	15	13	27	47
PB.1979.71	88	9	16	26	25
PB.1979.72	22	14	14	31	14
PB.1979.74	1	1	2	3	6
PB.1979.76	10	4	7	15	17
PB.1979.77	20	14	4	12	11
PB.1979.78	28	2	9	19	25
PB.1979.79	3	2	2	5	4
PB.1979.82	7	2	1	5	2
PB.1979.83	12	2	1	7	5
PB.1979.88	6	1	2	1	4
PB.1979.89	2	3	2	4	5
PB.1979.91	69	32	25	95	98
PB.1979.93	36	4	4	14	11
PB.1979.99	10	5	4	2	5
PB.1979.126	8	3	5	6	7
PB.1979.152	1	1	1	1	3
PB.1979.390	2	3	1	8	3
PB.1979.395	11	11	1	12	16
PB.1979.412	2	3	3	1	3
PB.1979.414	2	1	1	2	2
PB.1980.5	4	1	1	3	3
PB.1984.31	6	4	1	1	2
PB.1984.36	3	2	1	2	3
PB.1984.41	31	12	17	22	16
PB.1984.63	22	19	4	9	18
PB.1984.68	18	6	1	9	4
PB.1984.82	152	65	54	86	60
PB.1984.124	1	2	1	2	1
PB.1984.157	31	14	11	31	8
PB.1984.161	6	7	6	10	2
PB.1984.171	16	12	2	18	6
PB.1984.178	18	9	6	2	6
PB.1984.202	14	13	2	11	9
PB.1984.228	8	9	7	33	6
PB.1984.236	7	6	2	4	2
PB.1984.239	4	2	3	5	1
PB.1984.243	3	1	1	3	8
PB.1984.244	7	5	4	7	7
PB.1984.280	8	4	3	3	1
PB.1984.317	30	17	4	32	54
PB.1984.379	5	1	3	1	4
PB.1984.395	112	31	26	105	120
PB.1984.442	2	1	1	2	1
PB.1984.443	13	3	1	7	6
PB.1984.451	2	1	1	2	1
PB.1984.473	35	25	12	24	23
PB.1984.477	30	11	10	22	29
PB.1984.478	15	11	11	28	25
PB.1984.514	3	2	2	6	2
PB.1984.536	7	7	1	6	3
PB.1984.561	6	1	1	2	4
PB.1984.572	41	31	18	28	31
PB.1984.583	8	1	5	3	2
PB.1984.590	52	10	4	144	139
PB.1984.656	10	2	1	19	12
PB.1988.9	9	3	5	42	11
